skill_id,skill_name,category,subcategory,skill_type,description,aliases,parent_skill,related_skills,difficulty,assessment_available,career_relevance,source,status,prerequisite_skills,taxonomy_version
SKL-0083,Pandas,Data Science,Python Data Science,Technical,Pandas is a python data science skill used in data science and related professional or technical workflows.,Python Pandas,Data Analysis,Statistics; Probability; Data Analysis; Data Visualization,Intermediate,Planned,Data Scientist; ML Engineer; Data Analyst; AI Engineer,SkillSync initial taxonomy,Active,Python; Data Analysis,SkillSync v1.1
SKL-0084,Scikit-learn,Data Science,Machine Learning Libraries,Technical,Scikit-learn is a machine learning libraries skill used in data science and related professional or technical workflows.,sklearn,Machine Learning,Statistics; Probability; Data Analysis; Data Visualization,Intermediate,Planned,Data Scientist; ML Engineer; Data Analyst; AI Engineer,SkillSync initial taxonomy,Active,Python; Machine Learning,SkillSync v1.1
SKL-0085,Matplotlib,Data Science,Data Visualization,Technical,Matplotlib is a data visualization skill used in data science and related professional or technical workflows.,Matplotlib plotting,,Statistics; Probability; Data Analysis; Data Visualization,Intermediate,Planned,Data Scientist; ML Engineer; Data Analyst; AI Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0086,Tableau,Data Science,Business Intelligence,Technical,Tableau is a business intelligence skill used in data science and related professional or technical workflows.,Tableau BI,,Statistics; Probability; Data Analysis; Data Visualization,Intermediate,Planned,Data Scientist; ML Engineer; Data Analyst; AI Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0087,Power BI,Data Science,Business Intelligence,Technical,Power BI is a business intelligence skill used in data science and related professional or technical workflows.,Microsoft Power BI,,Statistics; Probability; Data Analysis; Data Visualization,Intermediate,Planned,Data Scientist; ML Engineer; Data Analyst; AI Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0088,Predictive Modeling,Data Science,Machine Learning,Technical,Predictive Modeling is a machine learning skill used in data science and related professional or technical workflows.,Predictive analytics,Machine Learning,Statistics; Probability; Data Analysis; Data Visualization,Intermediate,Planned,Data Scientist; ML Engineer; Data Analyst; AI Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0089,A/B Testing,Data Science,Experimentation,Technical,A/B Testing is a experimentation skill used in data science and related professional or technical workflows.,Experimentation,,Statistics; Probability; Data Analysis; Data Visualization,Intermediate,Planned,Data Scientist; ML Engineer; Data Analyst; AI Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0090,ML Deployment,MLOps,MLOps,Technical,ML Deployment is a mlops skill used in mlops and related professional or technical workflows.,Machine learning deployment,MLOps,ML Pipelines; MLflow; Model Monitoring; Feature Stores,Intermediate,Planned,ML Engineer; MLOps Engineer; AI Engineer; Cloud Engineer; DevOps Engineer,SkillSync initial taxonomy,Active,Python; Machine Learning; Docker,SkillSync v1.1
SKL-0091,ML Pipelines,MLOps,MLOps,Technical,ML Pipelines is a mlops skill used in mlops and related professional or technical workflows.,Machine learning pipelines,MLOps,ML Deployment; MLflow; Model Monitoring; Feature Stores,Intermediate,Planned,ML Engineer; MLOps Engineer; AI Engineer; Cloud Engineer; DevOps Engineer,SkillSync initial taxonomy,Active,Python; Machine Learning; Data Pipelines,SkillSync v1.1
SKL-0092,MLflow,MLOps,MLOps Tooling,Technical,MLflow is a mlops tooling skill used in mlops and related professional or technical workflows.,MLflow,MLOps,ML Deployment; ML Pipelines; Model Monitoring; Feature Stores,Intermediate,Planned,ML Engineer; MLOps Engineer; AI Engineer; Cloud Engineer; DevOps Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0093,Model Monitoring,MLOps,MLOps,Technical,Model Monitoring is a mlops skill used in mlops and related professional or technical workflows.,ML monitoring,MLOps,ML Deployment; ML Pipelines; MLflow; Feature Stores,Intermediate,Planned,ML Engineer; MLOps Engineer; AI Engineer; Cloud Engineer; DevOps Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0094,Feature Stores,MLOps,MLOps,Technical,Feature Stores is a mlops skill used in mlops and related professional or technical workflows.,Feature store,MLOps,ML Deployment; ML Pipelines; MLflow; Model Monitoring,Intermediate,Planned,ML Engineer; MLOps Engineer; AI Engineer; Cloud Engineer; DevOps Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0095,Model Versioning,MLOps,MLOps,Technical,Model Versioning is a mlops skill used in mlops and related professional or technical workflows.,ML model versioning,MLOps,ML Deployment; ML Pipelines; MLflow; Model Monitoring,Intermediate,Planned,ML Engineer; MLOps Engineer; AI Engineer; Cloud Engineer; DevOps Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0096,Cloud Computing,Cloud Computing,Cloud Platforms & Infrastructure,Technical,Cloud Computing is a cloud platforms & infrastructure skill used in cloud computing and related professional or technical workflows.,Cloud,,Amazon Web Services; Microsoft Azure; Google Cloud Platform; Amazon EC2,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0097,Amazon Web Services,Cloud Computing,Cloud Platforms,Technical,Amazon Web Services is a cloud platforms skill used in cloud computing and related professional or technical workflows.,AWS,,Cloud Computing; Amazon EC2; Amazon S3; AWS Lambda; AWS IAM,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0098,Microsoft Azure,Cloud Computing,Cloud Platforms,Technical,Microsoft Azure is a cloud platforms skill used in cloud computing and related professional or technical workflows.,Azure,,Cloud Computing; Amazon Web Services; Google Cloud Platform; Amazon EC2,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0099,Google Cloud Platform,Cloud Computing,Cloud Platforms,Technical,Google Cloud Platform is a cloud platforms skill used in cloud computing and related professional or technical workflows.,GCP; Google Cloud,,Cloud Computing; Amazon Web Services; Microsoft Azure; Amazon EC2,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0100,Amazon EC2,Cloud Computing,Cloud Compute,Technical,Amazon EC2 is a cloud compute skill used in cloud computing and related professional or technical workflows.,EC2,Amazon Web Services,Cloud Computing; Amazon Web Services; Microsoft Azure; Google Cloud Platform,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0101,Amazon S3,Cloud Computing,Cloud Storage,Technical,Amazon S3 is a cloud storage skill used in cloud computing and related professional or technical workflows.,S3,Amazon Web Services,Cloud Computing; Amazon Web Services; Microsoft Azure; Google Cloud Platform,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0102,AWS Lambda,Cloud Computing,Serverless Computing,Technical,AWS Lambda is a serverless computing skill used in cloud computing and related professional or technical workflows.,Lambda,Amazon Web Services,Cloud Computing; Amazon Web Services; Microsoft Azure; Google Cloud Platform,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0103,Amazon RDS,Cloud Computing,Managed Databases,Technical,Amazon RDS is a managed databases skill used in cloud computing and related professional or technical workflows.,RDS,Amazon Web Services,Cloud Computing; Amazon Web Services; Microsoft Azure; Google Cloud Platform,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0104,AWS IAM,Cloud Computing,Cloud Identity & Access,Technical,AWS IAM is a cloud identity & access skill used in cloud computing and related professional or technical workflows.,IAM,Amazon Web Services,Cloud Computing; Amazon Web Services; Microsoft Azure; Google Cloud Platform,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0105,Cloud Networking,Cloud Computing,Cloud Networking,Technical,Cloud Networking is a cloud networking skill used in cloud computing and related professional or technical workflows.,Cloud network,Cloud Computing,Cloud Computing; Amazon Web Services; Microsoft Azure; Google Cloud Platform,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0106,Serverless Computing,Cloud Computing,Cloud Platforms & Infrastructure,Technical,Serverless Computing is a cloud platforms & infrastructure skill used in cloud computing and related professional or technical workflows.,Serverless,Cloud Computing,Cloud Computing; Amazon Web Services; Microsoft Azure; Google Cloud Platform,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0107,Cloud Security,Cloud Computing,Cloud Security,Technical,Cloud Security is a cloud security skill used in cloud computing and related professional or technical workflows.,Cloud security,Cloud Computing,Cloud Computing; Amazon Web Services; Microsoft Azure; Google Cloud Platform,Intermediate,Planned,Cloud Engineer; DevOps Engineer; Backend Developer; Solutions Architect; ML Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0108,Git,DevOps,Development & Operations,Technical,Git is a development & operations skill used in devops and related professional or technical workflows.,Git version control,,GitHub; GitLab; Jenkins; GitHub Actions,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0109,GitHub,DevOps,Development & Operations,Technical,GitHub is a development & operations skill used in devops and related professional or technical workflows.,Github,,Git; GitLab; Jenkins; GitHub Actions,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0110,GitLab,DevOps,Development & Operations,Technical,GitLab is a development & operations skill used in devops and related professional or technical workflows.,Gitlab,Git,Git; GitHub; Jenkins; GitHub Actions,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0111,Jenkins,DevOps,Development & Operations,Technical,Jenkins is a development & operations skill used in devops and related professional or technical workflows.,Jenkins CI,CI/CD,Git; GitHub; GitLab; GitHub Actions,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0112,GitHub Actions,DevOps,Development & Operations,Technical,GitHub Actions is a development & operations skill used in devops and related professional or technical workflows.,Github Actions,CI/CD,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0113,CI/CD,DevOps,Continuous Integration & Delivery,Technical,CI/CD is a continuous integration & delivery skill used in devops and related professional or technical workflows.,Continuous integration; continuous delivery,,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0114,Docker,DevOps,Containerization,Technical,Docker is a containerization skill used in devops and related professional or technical workflows.,Containerization,DevOps,Kubernetes; CI/CD; Linux; Infrastructure as Code,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0115,Kubernetes,DevOps,Container Orchestration,Technical,Kubernetes is a container orchestration skill used in devops and related professional or technical workflows.,K8s,Docker,Docker; CI/CD; Monitoring; Cloud Computing,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,Docker; Linux,SkillSync v1.1
SKL-0116,Terraform,DevOps,Infrastructure as Code,Technical,Terraform is a infrastructure as code skill used in devops and related professional or technical workflows.,Infrastructure as code; IaC,Infrastructure as Code,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,Cloud Computing,SkillSync v1.1
SKL-0117,Ansible,DevOps,Configuration Management,Technical,Ansible is a configuration management skill used in devops and related professional or technical workflows.,Ansible automation,DevOps,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0118,Linux,DevOps,Operating Systems,Technical,Linux is a operating systems skill used in devops and related professional or technical workflows.,Linux administration,,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0119,Shell Scripting,DevOps,Automation & Scripting,Technical,Shell Scripting is a automation & scripting skill used in devops and related professional or technical workflows.,Bash; shell,Linux,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0120,Infrastructure as Code,DevOps,Cloud Infrastructure,Technical,Infrastructure as Code is a cloud infrastructure skill used in devops and related professional or technical workflows.,IaC,,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0121,Monitoring,DevOps,Observability,Technical,Monitoring is a observability skill used in devops and related professional or technical workflows.,Infrastructure monitoring,,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0122,Logging,DevOps,Observability,Technical,Logging is a observability skill used in devops and related professional or technical workflows.,Log management,,Git; GitHub; GitLab; Jenkins,Intermediate,Planned,DevOps Engineer; Cloud Engineer; SRE; Platform Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0123,Network Security,Cybersecurity,Cybersecurity,Technical,Network Security is a cybersecurity skill used in cybersecurity and related professional or technical workflows.,Network cybersecurity,,Application Security; Cryptography; Ethical Hacking; Penetration Testing,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0124,Application Security,Cybersecurity,Cybersecurity,Technical,Application Security is a cybersecurity skill used in cybersecurity and related professional or technical workflows.,AppSec,,Network Security; Cryptography; Ethical Hacking; Penetration Testing,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0125,Cryptography,Cybersecurity,Security Foundations,Technical,Cryptography is a security foundations skill used in cybersecurity and related professional or technical workflows.,Encryption,,Network Security; Application Security; Ethical Hacking; Penetration Testing,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0126,Ethical Hacking,Cybersecurity,Offensive Security,Technical,Ethical Hacking is a offensive security skill used in cybersecurity and related professional or technical workflows.,White hat hacking,,Network Security; Application Security; Cryptography; Penetration Testing,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0127,Penetration Testing,Cybersecurity,Offensive Security,Technical,Penetration Testing is a offensive security skill used in cybersecurity and related professional or technical workflows.,Pentesting,,Network Security; Application Security; Cryptography; Ethical Hacking,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0128,Vulnerability Assessment,Cybersecurity,Vulnerability Management,Technical,Vulnerability Assessment is a vulnerability management skill used in cybersecurity and related professional or technical workflows.,Vulnerability scanning,,Network Security; Application Security; Cryptography; Ethical Hacking,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0129,Identity and Access Management,Cybersecurity,Identity & Access,Technical,Identity and Access Management is a identity & access skill used in cybersecurity and related professional or technical workflows.,IAM; identity management,,Network Security; Application Security; Cryptography; Ethical Hacking,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0130,Security Operations,Cybersecurity,Security Operations,Technical,Security Operations is a security operations skill used in cybersecurity and related professional or technical workflows.,SOC,,Network Security; Application Security; Cryptography; Ethical Hacking,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0131,Incident Response,Cybersecurity,Security Operations,Technical,Incident Response is a security operations skill used in cybersecurity and related professional or technical workflows.,Cyber incident response,,Network Security; Application Security; Cryptography; Ethical Hacking,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0132,Secure Coding,Cybersecurity,Application Security,Technical,Secure Coding is a application security skill used in cybersecurity and related professional or technical workflows.,Secure software development,,Network Security; Application Security; Cryptography; Ethical Hacking,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0133,OWASP,Cybersecurity,Application Security,Technical,OWASP is a application security skill used in cybersecurity and related professional or technical workflows.,OWASP security,,Network Security; Application Security; Cryptography; Ethical Hacking,Intermediate,Planned,Cybersecurity Engineer; Security Analyst; Application Security Engineer; Cloud Security Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0134,TCP/IP,Networking,Network Protocols,Technical,TCP/IP is a network protocols skill used in networking and related professional or technical workflows.,TCP IP,,HTTP/HTTPS; DNS; DHCP; Routing,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0135,HTTP/HTTPS,Networking,Application Protocols,Technical,HTTP/HTTPS is a application protocols skill used in networking and related professional or technical workflows.,HTTP; HTTPS,,TCP/IP; DNS; DHCP; Routing,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0136,DNS,Networking,Network Services,Technical,DNS is a network services skill used in networking and related professional or technical workflows.,Domain Name System,,TCP/IP; HTTP/HTTPS; DHCP; Routing,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0137,DHCP,Networking,Network Services,Technical,DHCP is a network services skill used in networking and related professional or technical workflows.,Dynamic Host Configuration Protocol,,TCP/IP; HTTP/HTTPS; DNS; Routing,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0138,Routing,Networking,Network Infrastructure,Technical,Routing is a network infrastructure skill used in networking and related professional or technical workflows.,Network routing,,TCP/IP; HTTP/HTTPS; DNS; DHCP,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0139,Switching,Networking,Network Infrastructure,Technical,Switching is a network infrastructure skill used in networking and related professional or technical workflows.,Network switching,,TCP/IP; HTTP/HTTPS; DNS; DHCP,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0140,VLAN,Networking,Network Segmentation,Technical,VLAN is a network segmentation skill used in networking and related professional or technical workflows.,Virtual LAN,,TCP/IP; HTTP/HTTPS; DNS; DHCP,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0141,VPN,Networking,Network Security,Technical,VPN is a network security skill used in networking and related professional or technical workflows.,Virtual Private Network,,TCP/IP; HTTP/HTTPS; DNS; DHCP,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0142,Firewalls,Networking,Network Security,Technical,Firewalls is a network security skill used in networking and related professional or technical workflows.,Firewall,,TCP/IP; HTTP/HTTPS; DNS; DHCP,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0143,IPv4,Networking,Internet Protocol,Technical,IPv4 is a internet protocol skill used in networking and related professional or technical workflows.,Internet Protocol version 4,,TCP/IP; HTTP/HTTPS; DNS; DHCP,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0144,IPv6,Networking,Internet Protocol,Technical,IPv6 is a internet protocol skill used in networking and related professional or technical workflows.,Internet Protocol version 6,,TCP/IP; HTTP/HTTPS; DNS; DHCP,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0145,Cisco Networking,Networking,Network Administration,Technical,Cisco Networking is a network administration skill used in networking and related professional or technical workflows.,Cisco,,TCP/IP; HTTP/HTTPS; DNS; DHCP,Intermediate,Planned,Network Engineer; Cloud Engineer; Cybersecurity Engineer; System Administrator,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0146,ETL,Data Engineering,Data Integration,Technical,ETL is a data integration skill used in data engineering and related professional or technical workflows.,Extract Transform Load,,ELT; Data Warehousing; Data Lakes; Apache Spark,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0147,ELT,Data Engineering,Data Integration,Technical,ELT is a data integration skill used in data engineering and related professional or technical workflows.,Extract Load Transform,,ETL; Data Warehousing; Data Lakes; Apache Spark,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0148,Data Warehousing,Data Engineering,Data Platforms,Technical,Data Warehousing is a data platforms skill used in data engineering and related professional or technical workflows.,Data warehouse,,ETL; ELT; Data Lakes; Apache Spark,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0149,Data Lakes,Data Engineering,Data Platforms,Technical,Data Lakes is a data platforms skill used in data engineering and related professional or technical workflows.,Data lake,,ETL; ELT; Data Warehousing; Apache Spark,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0150,Apache Spark,Data Engineering,Distributed Data Processing,Technical,Apache Spark is a distributed data processing skill used in data engineering and related professional or technical workflows.,Spark,,ETL; ELT; Data Warehousing; Data Lakes,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0151,Apache Kafka,Data Engineering,Streaming & Messaging,Technical,Apache Kafka is a streaming & messaging skill used in data engineering and related professional or technical workflows.,Kafka,,ETL; ELT; Data Warehousing; Data Lakes,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0152,Apache Airflow,Data Engineering,Workflow Orchestration,Technical,Apache Airflow is a workflow orchestration skill used in data engineering and related professional or technical workflows.,Airflow,,ETL; ELT; Data Warehousing; Data Lakes,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0153,Hadoop,Data Engineering,Distributed Data Processing,Technical,Hadoop is a distributed data processing skill used in data engineering and related professional or technical workflows.,Apache Hadoop,,ETL; ELT; Data Warehousing; Data Lakes,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0154,Databricks,Data Engineering,Data & AI Platforms,Technical,Databricks is a data & ai platforms skill used in data engineering and related professional or technical workflows.,Databricks,,ETL; ELT; Data Warehousing; Data Lakes,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0155,Data Pipelines,Data Engineering,Data Engineering,Technical,Data Pipelines is a data engineering skill used in data engineering and related professional or technical workflows.,Data pipeline,,ETL; ELT; Data Warehousing; Data Lakes,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0156,Distributed Data Processing,Data Engineering,Data Engineering,Technical,Distributed Data Processing is a data engineering skill used in data engineering and related professional or technical workflows.,Distributed processing,,ETL; ELT; Data Warehousing; Data Lakes,Intermediate,Planned,Data Engineer; Big Data Engineer; ML Engineer; Data Scientist,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0157,Scalability,System Design,Distributed Systems,Technical,Scalability is a distributed systems skill used in system design and related professional or technical workflows.,System scalability,,Load Balancing; Caching; Sharding; Replication,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0158,Load Balancing,System Design,Distributed Systems,Technical,Load Balancing is a distributed systems skill used in system design and related professional or technical workflows.,Load balancer,,Scalability; Caching; Sharding; Replication,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0159,Caching,System Design,Performance & Scalability,Technical,Caching is a performance & scalability skill used in system design and related professional or technical workflows.,Cache,,Scalability; Load Balancing; Sharding; Replication,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0160,Sharding,System Design,Distributed Databases,Technical,Sharding is a distributed databases skill used in system design and related professional or technical workflows.,Database sharding,Distributed Systems,Scalability; Load Balancing; Caching; Replication,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,Database Design; Distributed Systems,SkillSync v1.1
SKL-0161,Replication,System Design,Distributed Data,Technical,Replication is a distributed data skill used in system design and related professional or technical workflows.,Data replication,Distributed Systems,Scalability; Load Balancing; Caching; Sharding,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0162,Message Queues,System Design,Distributed Messaging,Technical,Message Queues is a distributed messaging skill used in system design and related professional or technical workflows.,Message queue,,Scalability; Load Balancing; Caching; Sharding,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0163,Distributed Systems,System Design,Distributed Systems,Technical,Distributed Systems is a distributed systems skill used in system design and related professional or technical workflows.,Distributed system,,Scalability; Load Balancing; Caching; Sharding,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,System Design,SkillSync v1.1
